id,slug,name,normalized_name,description,ingredient_kind,foodon_id,wikidata_qid,wikipedia_title,dbpedia_uri,created_at,updated_at
ing-mealdb-25,beef-gravy,Beef Gravy,beef gravy,"Beef is the culinary name for meat from cattle, particularly skeletal muscle. Humans have been eating beef since prehistoric times. Beef is a source of high-quality protein and nutrients. Most beef skeletal muscle meat can be used as is by merely cutting into certain parts, such as roasts, short ribs or steak (filet mignon, sirloin steak, rump steak, rib steak, rib eye steak, hanger steak, etc.), while other cuts are processed (corned beef or beef jerky). Trimmings, on the other hand, are usually mixed with meat from older, leaner (therefore tougher) cattle, are ground, minced or used in sausa",mealdb-ingredient,FOODON_03310598,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-26,beef-stock,Beef Stock,beef stock,"Beef is the culinary name for meat from cattle, particularly skeletal muscle. Humans have been eating beef since prehistoric times. Beef is a source of high-quality protein and nutrients. Most beef skeletal muscle meat can be used as is by merely cutting into certain parts, such as roasts, short ribs or steak (filet mignon, sirloin steak, rump steak, rib steak, rib eye steak, hanger steak, etc.), while other cuts are processed (corned beef or beef jerky). Trimmings, on the other hand, are usually mixed with meat from older, leaner (therefore tougher) cattle, are ground, minced or used in sausa",mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-27,bicarbonate-of-soda,Bicarbonate Of Soda,bicarbonate of soda,"Sodium bicarbonate, commonly known as baking soda, is a chemical compound with the formula NaHCO3. It is a salt composed of a sodium cation (Na+) and a bicarbonate anion (HCO3−). Sodium bicarbonate is a white solid that is crystalline, but often appears as a fine powder. It has a slightly salty, alkaline taste resembling that of washing soda (sodium carbonate). The natural mineral form is nahcolite. It is a component of the mineral natron and is found dissolved in many mineral springs.",mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-28,biryani-masala,Biryani Masala,biryani masala,"Biryani, also known as biriyani, biriani, birani or briyani, is a mixed rice dish with its origins among the Muslims of the Indian subcontinent. It can be compared to mixing a curry, later combining it with semi-cooked rice separately. This dish is especially popular throughout the Indian subcontinent, as well as among the diaspora from the region. It is also prepared in other regions such as Iraqi Kurdistan. It is made with Indian spices, rice, meat (chicken, goat, beef, lamb, prawn, or fish), vegetables or eggs.",mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-29,black-pepper,Black Pepper,black pepper,"Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae, cultivated for its fruit, known as a peppercorn, which is usually dried and used as a spice and seasoning. When fresh and fully mature, it is about 5 mm (0.20 in) in diameter and dark red, and contains a single seed, like all drupes. Peppercorns and the ground pepper derived from them may be described simply as pepper, or more precisely as black pepper (cooked and dried unripe fruit), green pepper (dried unripe fruit), or white pepper (ripe fruit seeds). Black pepper is native to present-day Kerala in Southwestern India,",mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-30,black-treacle,Black Treacle,black treacle,"Molasses (American English) or black treacle (British English) is a viscous product resulting from refining sugarcane or sugar beets into sugar. Molasses varies by amount of sugar, method of extraction, and age of plant. Sugarcane molasses is primarily used for sweetening and flavoring foods in the United States, Canada, and elsewhere. Molasses is a defining component of fine commercial brown sugar. Sweet sorghum syrup may be colloquially called ""sorghum molasses"" in the southern United States.[2][3] Similar products include honey, maple syrup, corn syrup, and invert syrup. Most of these alter",mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-31,borlotti-beans,Borlotti Beans,borlotti beans,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-32,bowtie-pasta,Bowtie Pasta,bowtie pasta,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-33,bramley-apples,Bramley Apples,bramley apples,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-34,brandy,Brandy,brandy,,mealdb-ingredient,FOODON_03301632,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-35,bread,Bread,bread,,mealdb-ingredient,FOODON_03000288,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-36,breadcrumbs,Breadcrumbs,breadcrumbs,,mealdb-ingredient,FOODON_00005442,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-37,broccoli,Broccoli,broccoli,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-38,brown-lentils,Brown Lentils,brown lentils,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-39,brown-rice,Brown Rice,brown rice,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-40,brown-sugar,Brown Sugar,brown sugar,,mealdb-ingredient,FOODON_03420156,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-41,butter,Butter,butter,,mealdb-ingredient,FOODON_03310351,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-43,cacao,Cacao,cacao,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-44,cajun,Cajun,cajun,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-45,canned-tomatoes,Canned Tomatoes,canned tomatoes,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-46,cannellini-beans,Cannellini Beans,cannellini beans,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-47,cardamom,Cardamom,cardamom,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-49,carrots,Carrots,carrots,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-50,cashew-nuts,Cashew Nuts,cashew nuts,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-51,cashews,Cashews,cashews,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-52,caster-sugar,Caster Sugar,caster sugar,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-53,cayenne-pepper,Cayenne Pepper,cayenne pepper,,mealdb-ingredient,FOODON_00003798,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-54,celeriac,Celeriac,celeriac,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-55,celery,Celery,celery,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-56,celery-salt,Celery Salt,celery salt,,mealdb-ingredient,FOODON_03304738,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-57,challots,Challots,challots,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-58,charlotte-potatoes,Charlotte Potatoes,charlotte potatoes,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-59,cheddar-cheese,Cheddar Cheese,cheddar cheese,,mealdb-ingredient,FOODON_03302458,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-60,cheese,Cheese,cheese,,mealdb-ingredient,FOODON_03000287,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-61,cheese-curds,Cheese Curds,cheese curds,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-62,cherry-tomatoes,Cherry Tomatoes,cherry tomatoes,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-63,chestnut-mushroom,Chestnut Mushroom,chestnut mushroom,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-65,chicken-breast,Chicken Breast,chicken breast,,mealdb-ingredient,FOODON_00002703,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-66,chicken-breasts,Chicken Breasts,chicken breasts,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-67,chicken-legs,Chicken Legs,chicken legs,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-68,chicken-stock,Chicken Stock,chicken stock,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-70,chicken-thighs,Chicken Thighs,chicken thighs,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-71,chickpeas,Chickpeas,chickpeas,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-72,chili-powder,Chili Powder,chili powder,,mealdb-ingredient,FOODON_03302030,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-73,chilled-butter,Chilled Butter,chilled butter,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-74,chilli,Chilli,chilli,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-75,chilli-powder,Chilli Powder,chilli powder,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-76,chinese-broccoli,Chinese Broccoli,chinese broccoli,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-77,chocolate-chips,Chocolate Chips,chocolate chips,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-78,chopped-onion,Chopped Onion,chopped onion,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-79,chopped-parsley,Chopped Parsley,chopped parsley,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-80,chopped-tomatoes,Chopped Tomatoes,chopped tomatoes,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-81,chorizo,Chorizo,chorizo,,mealdb-ingredient,FOODON_03316070,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-82,christmas-pudding,Christmas Pudding,christmas pudding,,mealdb-ingredient,FOODON_03307094,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-83,cilantro,Cilantro,cilantro,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-84,cinnamon,Cinnamon,cinnamon,,mealdb-ingredient,FOODON_03301175,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-85,cinnamon-stick,Cinnamon Stick,cinnamon stick,,mealdb-ingredient,FOODON_03301224,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-87,cloves,Cloves,cloves,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-88,coco-sugar,Coco Sugar,coco sugar,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-89,cocoa,Cocoa,cocoa,,mealdb-ingredient,FOODON_03301072,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-90,coconut-cream,Coconut Cream,coconut cream,,mealdb-ingredient,FOODON_03303088,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-91,coconut-milk,Coconut Milk,coconut milk,,mealdb-ingredient,FOODON_03303084,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-92,colby-jack-cheese,Colby Jack Cheese,colby jack cheese,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-93,cold-water,Cold Water,cold water,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-94,condensed-milk,Condensed Milk,condensed milk,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-95,coriander,Coriander,coriander,,mealdb-ingredient,FOODON_03310370,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-96,coriander-leaves,Coriander Leaves,coriander leaves,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-97,coriander-seeds,Coriander Seeds,coriander seeds,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-98,corn-tortillas,Corn Tortillas,corn tortillas,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-99,cornstarch,Cornstarch,cornstarch,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-100,cream,Cream,cream,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-101,creme-fraiche,Creme Fraiche,creme fraiche,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-102,cubed-feta-cheese,Cubed Feta Cheese,cubed feta cheese,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-103,cucumber,Cucumber,cucumber,,mealdb-ingredient,FOODON_00003415,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-104,cumin,Cumin,cumin,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-105,cumin-seeds,Cumin Seeds,cumin seeds,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-106,curry-powder,Curry Powder,curry powder,,mealdb-ingredient,FOODON_03301842,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-107,dark-brown-sugar,Dark Brown Sugar,dark brown sugar,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-108,dark-soft-brown-sugar,Dark Soft Brown Sugar,dark soft brown sugar,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-109,dark-soy-sauce,Dark Soy Sauce,dark soy sauce,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-110,demerara-sugar,Demerara Sugar,demerara sugar,,mealdb-ingredient,FOODON_00002847,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-111,diced-tomatoes,Diced Tomatoes,diced tomatoes,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-112,digestive-biscuits,Digestive Biscuits,digestive biscuits,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-113,dill,Dill,dill,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-114,doner-meat,Doner Meat,doner meat,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-115,double-cream,Double Cream,double cream,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-116,dried-oregano,Dried Oregano,dried oregano,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-117,dry-white-wine,Dry White Wine,dry white wine,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-119,egg-plants,Egg Plants,egg plants,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-120,egg-rolls,Egg Rolls,egg rolls,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-121,egg-white,Egg White,egg white,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-122,egg-yolks,Egg Yolks,egg yolks,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-123,eggs,Eggs,eggs,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-124,enchilada-sauce,Enchilada Sauce,enchilada sauce,,mealdb-ingredient,FOODON_03304007,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
ing-mealdb-125,english-mustard,English Mustard,english mustard,,mealdb-ingredient,,,,,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
